ENSEGOT00005000002.1	MTRR
ENSEGOT00005008274.1	PUM3
ENSEGOT00005008275.1	UTS2D
ENSEGOT00005008276.1	LOC100222960
ENSEGOT00005008491.1	SLIT2
ENSEGOT00005008530.1	SLIT2
ENSEGOT00005008533.1	SLIT2
ENSEGOT00005008541.1	SLIT2
ENSEGOT00005008551.1	SLIT2
ENSEGOT00005008557.1	SLIT2
ENSEGOT00005008565.1	SLIT2
ENSEGOT00005008566.1	SLIT2
ENSEGOT00005008570.1	SLIT2
ENSEGOT00005008574.1	SLIT2
ENSEGOT00005008277.1	PRICKLE2
ENSEGOT00005008281.1	PRICKLE2
ENSEGOT00005008279.1	LOC100222616
ENSEGOT00005008282.1	SLC12A8
ENSEGOT00005008286.1	PSMD6
ENSEGOT00005008287.1	CCDC50
ENSEGOT00005008291.1	CCDC50
ENSEGOT00005008296.1	CCDC50
ENSEGOT00005008300.1	CCDC50
ENSEGOT00005008289.1	ZNF148
ENSEGOT00005008290.1	ZNF148
ENSEGOT00005008293.1	ZNF148
ENSEGOT00005008292.1	RFX3
ENSEGOT00005008298.1	RFX3
ENSEGOT00005008294.1	ATXN7
ENSEGOT00005008297.1	MKLN1
ENSEGOT00005008299.1	THOC7
ENSEGOT00005008301.1	SNX4
ENSEGOT00005008302.1	SNTN
ENSEGOT00005008305.1	LOC100224677
ENSEGOT00005008306.1	PODXL
ENSEGOT00005008310.1	PODXL
ENSEGOT00005008308.1	SYNPR
ENSEGOT00005008312.1	SYNPR
ENSEGOT00005008309.1	FGF12
ENSEGOT00005008311.1	FGF12
ENSEGOT00005008318.1	GLIS3
ENSEGOT00005008314.1	OSBPL11
ENSEGOT00005008317.1	MB21D2
ENSEGOT00005008320.1	FGFR4
ENSEGOT00005008321.1	LOC100219837
ENSEGOT00005008322.1	SLC1A1
ENSEGOT00005008324.1	PLXNA4
ENSEGOT00005008323.1	ZNF346
ENSEGOT00005008326.1	LOC100229304
ENSEGOT00005008327.1	UIMC1
ENSEGOT00005008329.1	LOC115491258
ENSEGOT00005008330.1	CHCHD3
ENSEGOT00005008332.1	HK2
ENSEGOT00005008337.1	LMLN
ENSEGOT00005008341.1	LMLN
ENSEGOT00005008342.1	LMLN
ENSEGOT00005008331.1	CDC37L1
ENSEGOT00005008338.1	MPP7
ENSEGOT00005008333.1	AK3
ENSEGOT00005008334.1	EXOC4
ENSEGOT00005008335.1	RCL1
ENSEGOT00005008348.1	KCNT1
ENSEGOT00005008350.1	KCNT1
ENSEGOT00005008351.1	KCNT1
ENSEGOT00005008355.1	KCNT1
ENSEGOT00005008339.1	JAK2
ENSEGOT00005008340.1	BMAL2
ENSEGOT00005008343.1	BMAL2
ENSEGOT00005008344.1	BMAL2
ENSEGOT00005008345.1	LOC100226582
ENSEGOT00005008347.1	LOC100226582
ENSEGOT00005008349.1	STK38L
ENSEGOT00005008375.1	UNC5A
ENSEGOT00005008379.1	UNC5A
ENSEGOT00005008380.1	UNC5A
ENSEGOT00005008381.1	UNC5A
ENSEGOT00005008385.1	UNC5A
ENSEGOT00005008352.1	LOC105759399
ENSEGOT00005008354.1	LOC115491233
ENSEGOT00005008356.1	TM7SF3
ENSEGOT00005008358.1	CD274
ENSEGOT00005008357.1	DTX3L
ENSEGOT00005008360.1	CAMSAP1
ENSEGOT00005008359.1	PARP9
ENSEGOT00005008361.1	FGFR1OP2
ENSEGOT00005008362.1	LOC100221605
ENSEGOT00005008363.1	LOC100221605
ENSEGOT00005008364.1	LOC100231025
ENSEGOT00005008365.1	INTS13
ENSEGOT00005008366.1	UBAC1
ENSEGOT00005008367.1	LOC100225287
ENSEGOT00005008372.1	RIC1
ENSEGOT00005008374.1	RIC1
ENSEGOT00005008369.1	NACC2
ENSEGOT00005008371.1	ESYT3
ENSEGOT00005008373.1	TMEM250
ENSEGOT00005008376.1	ITPR2
ENSEGOT00005008377.1	LHX3
ENSEGOT00005008378.1	CFAP221
ENSEGOT00005008382.1	ERMP1
ENSEGOT00005008383.1	ERMP1
ENSEGOT00005008384.1	QSOX2
ENSEGOT00005008394.1	SCTR
ENSEGOT00005008397.1	SCTR
ENSEGOT00005008391.1	SSPN
ENSEGOT00005008393.1	MLANA
ENSEGOT00005008395.1	MLANA
ENSEGOT00005008396.1	BHLHE41
ENSEGOT00005008401.1	EIF4E1B
ENSEGOT00005008405.1	EIF4E1B
ENSEGOT00005008409.1	EIF4E1B
ENSEGOT00005008412.1	EIF4E1B
ENSEGOT00005008398.1	TMEM37
ENSEGOT00005008399.1	BRD10
ENSEGOT00005008400.1	RASSF8
ENSEGOT00005008403.1	GPSM1
ENSEGOT00005008413.1	GPSM1
ENSEGOT00005008417.1	GPSM1
ENSEGOT00005008416.1	UHRF2
ENSEGOT00005008414.1	KRAS
ENSEGOT00005008415.1	SNCB
ENSEGOT00005008418.1	C7H2orf76
ENSEGOT00005008422.1	C7H2orf76
ENSEGOT00005008423.1	C7H2orf76
ENSEGOT00005008420.1	etfrf1
ENSEGOT00005008424.1	CDHR2
ENSEGOT00005008425.1	DNLZ
ENSEGOT00005008426.1	GLDC
ENSEGOT00005008428.1	DNAI7
ENSEGOT00005008427.1	STEAP3
ENSEGOT00005008429.1	CARD11
ENSEGOT00005008430.1	C1QL2
ENSEGOT00005008432.1	ARFGAP3
ENSEGOT00005008431.1	RNF44
ENSEGOT00005008434.1	RNF44
ENSEGOT00005008477.1	ODAD2
ENSEGOT00005008482.1	ODAD2
ENSEGOT00005008433.1	KDM4C
ENSEGOT00005008436.1	SNAPC4
ENSEGOT00005008435.1	MARCO
ENSEGOT00005008437.1	MARCO
ENSEGOT00005008439.1	KDM4C
ENSEGOT00005008440.1	FAF2
ENSEGOT00005008443.1	FAF2
ENSEGOT00005008445.1	EN1
ENSEGOT00005008447.1	CLTB
ENSEGOT00005008448.1	CLTB
ENSEGOT00005008449.1	INSIG2
ENSEGOT00005008453.1	LOC115493463
ENSEGOT00005008454.1	LOC115493463
ENSEGOT00005008450.1	HIGD2A
ENSEGOT00005008452.1	CCDC93
ENSEGOT00005008451.1	NOP16
ENSEGOT00005008455.1	KIAA1191
ENSEGOT00005008456.1	LOC101234202
ENSEGOT00005008464.1	PMPCA
ENSEGOT00005008468.1	PMPCA
ENSEGOT00005008470.1	PMPCA
ENSEGOT00005008457.1	LOC100225224
ENSEGOT00005008458.1	SIMC1
ENSEGOT00005008459.1	DDX18
ENSEGOT00005008460.1	DYRK4
ENSEGOT00005008461.1	THOC3
ENSEGOT00005008462.1	DYRK4
ENSEGOT00005008466.1	DPP10
ENSEGOT00005008465.1	HRH2
ENSEGOT00005008467.1	LOC115497139
ENSEGOT00005008469.1	RAD51AP1
ENSEGOT00005008471.1	RAD51AP1
ENSEGOT00005008474.1	INPP5E
ENSEGOT00005008476.1	ACTR3
ENSEGOT00005008478.1	LOC100223312
ENSEGOT00005008479.1	C12orf4
ENSEGOT00005008483.1	C12orf4
ENSEGOT00005008484.1	SLC35F5
ENSEGOT00005008487.1	GPR39
ENSEGOT00005008492.1	MKX
ENSEGOT00005008488.1	FGF6
ENSEGOT00005008490.1	LOC100222387
ENSEGOT00005008493.1	LYPD1
ENSEGOT00005008494.1	FGF23
ENSEGOT00005008495.1	LOC100222387
ENSEGOT00005008497.1	TIGAR
ENSEGOT00005008498.1	UBLCP1
ENSEGOT00005008499.1	CCND2
ENSEGOT00005008500.1	NCKAP5
ENSEGOT00005008502.1	NCKAP5
ENSEGOT00005008501.1	RNF145
ENSEGOT00005008504.1	EBF1
ENSEGOT00005008505.1	MGAT5
ENSEGOT00005008508.1	TRIM24
ENSEGOT00005008509.1	RAB18
ENSEGOT00005008535.1	RAB18
ENSEGOT00005008510.1	TMEM163
ENSEGOT00005008511.1	CLINT1
ENSEGOT00005008514.1	CLINT1
ENSEGOT00005008515.1	ACMSD
ENSEGOT00005008520.1	LSM11
ENSEGOT00005008521.1	AKR1D1
ENSEGOT00005008523.1	AKR1D1
ENSEGOT00005008524.1	CCNT2
ENSEGOT00005008525.1	CCNT2
ENSEGOT00005008522.1	THG1L
ENSEGOT00005008527.1	SOX30
ENSEGOT00005008526.1	MAP3K19
ENSEGOT00005008702.1	CADPS
ENSEGOT00005008710.1	CADPS
ENSEGOT00005008716.1	CADPS
ENSEGOT00005008717.1	CADPS
ENSEGOT00005008720.1	CADPS
ENSEGOT00005008724.1	CADPS
ENSEGOT00005008735.1	CADPS
ENSEGOT00005008737.1	CADPS
ENSEGOT00005008740.1	CADPS
ENSEGOT00005008752.1	CADPS
ENSEGOT00005008529.1	RAB3GAP1
ENSEGOT00005008532.1	ADAM19
ENSEGOT00005008536.1	LOC100232495
ENSEGOT00005008537.1	LOC100232495
ENSEGOT00005008534.1	NIPA2
ENSEGOT00005008538.1	CYFIP2
ENSEGOT00005008539.1	LOC100232495
ENSEGOT00005008542.1	R3HDM1
ENSEGOT00005008545.1	R3HDM1
ENSEGOT00005008549.1	R3HDM1
ENSEGOT00005008554.1	R3HDM1
ENSEGOT00005008540.1	FNDC9
ENSEGOT00005008544.1	ITK
ENSEGOT00005008546.1	PDE3A
ENSEGOT00005008550.1	LOC100226241
ENSEGOT00005008552.1	LOC100226241
ENSEGOT00005008556.1	PTCHD3
ENSEGOT00005008555.1	LOC101233188
ENSEGOT00005008558.1	AEBP2
ENSEGOT00005008560.1	AEBP2
ENSEGOT00005008561.1	SGCD
ENSEGOT00005008562.1	UBXN4
ENSEGOT00005008563.1	MRPL22
ENSEGOT00005008564.1	MRPL22
ENSEGOT00005008569.1	YME1L1
ENSEGOT00005008572.1	PLEKHA5
ENSEGOT00005008576.1	PLEKHA5
ENSEGOT00005008583.1	PLEKHA5
ENSEGOT00005008571.1	GEMIN5
ENSEGOT00005008575.1	GEMIN5
ENSEGOT00005008638.1	SEC16A
ENSEGOT00005008640.1	SEC16A
ENSEGOT00005008644.1	SEC16A
ENSEGOT00005008646.1	SEC16A
ENSEGOT00005008648.1	SEC16A
ENSEGOT00005008652.1	SEC16A
ENSEGOT00005008657.1	SEC16A
ENSEGOT00005008573.1	MCM6
ENSEGOT00005008578.1	DARS1
ENSEGOT00005008581.1	DARS1
ENSEGOT00005008579.1	LCORL
ENSEGOT00005008582.1	LCORL
ENSEGOT00005008580.1	CNOT8
ENSEGOT00005008587.1	FAXDC2
ENSEGOT00005008586.1	CXCR4
ENSEGOT00005008592.1	NCAPG
ENSEGOT00005008594.1	LARP1
ENSEGOT00005008593.1	THSD7B
ENSEGOT00005008597.1	THSD7B
ENSEGOT00005008603.1	THSD7B
ENSEGOT00005008595.1	PLCZ1
ENSEGOT00005008596.1	HAND1
ENSEGOT00005008598.1	MASTL
ENSEGOT00005008600.1	MASTL
ENSEGOT00005008599.1	SAP30L
ENSEGOT00005008601.1	FAM184B
ENSEGOT00005008604.1	FAM184B
ENSEGOT00005008607.1	FAM184B
ENSEGOT00005008602.1	GALNT10
ENSEGOT00005008606.1	ACBD5
ENSEGOT00005008608.1	ACBD5
ENSEGOT00005008605.1	MFAP3
ENSEGOT00005008609.1	FAM114A2
ENSEGOT00005008610.1	MED28
ENSEGOT00005008611.1	LOC100230949
ENSEGOT00005008615.1	LAP3
ENSEGOT00005008614.1	HNMT
ENSEGOT00005008617.1	HNMT
ENSEGOT00005008618.1	SPOPL
ENSEGOT00005008619.1	CLRN2
ENSEGOT00005008620.1	ABI1
ENSEGOT00005008622.1	ABI1
ENSEGOT00005008624.1	ABI1
ENSEGOT00005008626.1	ABI1
ENSEGOT00005008627.1	ABI1
ENSEGOT00005008628.1	ABI1
ENSEGOT00005008630.1	ABI1
ENSEGOT00005008621.1	NXPH2
ENSEGOT00005008623.1	QDPR
ENSEGOT00005008629.1	LDB2
ENSEGOT00005008632.1	LDB2
ENSEGOT00005008633.1	PDSS1
ENSEGOT00005008634.1	PDSS1
ENSEGOT00005008643.1	PIK3C2G
ENSEGOT00005008647.1	PIK3C2G
ENSEGOT00005008651.1	PIK3C2G
ENSEGOT00005008655.1	PIK3C2G
ENSEGOT00005008635.1	LOC101234087
ENSEGOT00005008636.1	APBB1IP
ENSEGOT00005008637.1	APBB1IP
ENSEGOT00005008639.1	GAD2
ENSEGOT00005008649.1	TAPT1
ENSEGOT00005008653.1	TAPT1
ENSEGOT00005008656.1	TAPT1
ENSEGOT00005008641.1	MYO3A
ENSEGOT00005008642.1	MYO3A
ENSEGOT00005008645.1	MYO3A
ENSEGOT00005008682.1	GRIA1
ENSEGOT00005008683.1	GRIA1
ENSEGOT00005008684.1	GRIA1
ENSEGOT00005008685.1	GRIA1
ENSEGOT00005008686.1	GRIA1
ENSEGOT00005008687.1	GRIA1
ENSEGOT00005008688.1	GRIA1
ENSEGOT00005008654.1	GPR158
ENSEGOT00005008658.1	RERGL
ENSEGOT00005008659.1	THNSL1
ENSEGOT00005008660.1	ENKUR
ENSEGOT00005008662.1	LMO3
ENSEGOT00005008663.1	PROM1
ENSEGOT00005008668.1	PROM1
ENSEGOT00005008665.1	PRTFDC1
ENSEGOT00005008667.1	PRTFDC1
ENSEGOT00005008669.1	PRTFDC1
ENSEGOT00005008664.1	MGST1
ENSEGOT00005008666.1	MGST1
ENSEGOT00005008670.1	SLC15A5
ENSEGOT00005008671.1	DERA
ENSEGOT00005008672.1	FGFBP2
ENSEGOT00005008673.1	ARHGAP21
ENSEGOT00005008676.1	ARHGAP21
ENSEGOT00005008679.1	ARHGAP21
ENSEGOT00005008675.1	FGFBP1
ENSEGOT00005008674.1	STRAP
ENSEGOT00005008677.1	CD38
ENSEGOT00005008678.1	EPS8
ENSEGOT00005008680.1	BST1
ENSEGOT00005008681.1	FBXL5
ENSEGOT00005008690.1	CC2D2A
ENSEGOT00005008695.1	CC2D2A
ENSEGOT00005008689.1	KIAA1217
ENSEGOT00005008692.1	KIAA1217
ENSEGOT00005008694.1	KIAA1217
ENSEGOT00005008696.1	KIAA1217
ENSEGOT00005008697.1	KIAA1217
ENSEGOT00005008691.1	NMUR2
ENSEGOT00005008754.1	NOTCH1
ENSEGOT00005008764.1	NOTCH1
ENSEGOT00005008768.1	NOTCH1
ENSEGOT00005008773.1	NOTCH1
ENSEGOT00005008698.1	GLRA1
ENSEGOT00005008699.1	GLRA1
ENSEGOT00005008701.1	GLRA1
ENSEGOT00005008700.1	C1QTNF7
ENSEGOT00005008703.1	OTUD1
ENSEGOT00005008704.1	G3BP1
ENSEGOT00005008705.1	CPEB2
ENSEGOT00005008712.1	SPARC
ENSEGOT00005008715.1	FAT2
ENSEGOT00005008718.1	ARMC3
ENSEGOT00005008721.1	ARMC3
ENSEGOT00005008723.1	ARMC3
ENSEGOT00005008719.1	BOD1L1
ENSEGOT00005008726.1	BOD1L1
ENSEGOT00005008722.1	SLC36A1
ENSEGOT00005008725.1	SLC36A1
ENSEGOT00005008727.1	PIP4K2A
ENSEGOT00005008728.1	GM2A
ENSEGOT00005008731.1	CCDC69
ENSEGOT00005008733.1	CCDC69
ENSEGOT00005008734.1	NKX3-2
ENSEGOT00005008741.1	SPAG6
ENSEGOT00005008742.1	SPAG6
ENSEGOT00005008744.1	SPAG6
ENSEGOT00005008738.1	RAB28
ENSEGOT00005008746.1	BMI1
ENSEGOT00005008747.1	RERG
ENSEGOT00005008749.1	RERG
ENSEGOT00005008748.1	HS3ST1
ENSEGOT00005008751.1	COMMD3
ENSEGOT00005008753.1	LOC100190001
ENSEGOT00005008755.1	WDR1
ENSEGOT00005008757.1	FEZF2
ENSEGOT00005008756.1	DNAJC1
ENSEGOT00005008759.1	DNAJC1
ENSEGOT00005008761.1	CEP15
ENSEGOT00005008775.1	CALD1
ENSEGOT00005008765.1	PTPRG
ENSEGOT00005008766.1	MLLT10
ENSEGOT00005008767.1	MLLT10
ENSEGOT00005008769.1	ANXA6
ENSEGOT00005008772.1	ANXA6
ENSEGOT00005008774.1	RASSF1
ENSEGOT00005008778.1	NEBL
ENSEGOT00005008779.1	NEBL
ENSEGOT00005008783.1	NEBL
ENSEGOT00005008787.1	NEBL
ENSEGOT00005008780.1	BPGM
ENSEGOT00005008781.1	HYAL2
ENSEGOT00005008785.1	TNIP1
ENSEGOT00005008786.1	EGFL7
ENSEGOT00005008788.1	EGFL7
ENSEGOT00005008784.1	HYAL1
ENSEGOT00005008790.1	GPX8
ENSEGOT00005008794.1	GPX8
ENSEGOT00005008792.1	PFKFB4
ENSEGOT00005008795.1	PFKFB4
ENSEGOT00005008798.1	PFKFB4
ENSEGOT00005008801.1	PFKFB4
ENSEGOT00005008791.1	PLXDC2
ENSEGOT00005008793.1	AGPAT2
ENSEGOT00005008804.1	AKR1B1
ENSEGOT00005008805.1	AKR1B1
ENSEGOT00005008809.1	AKR1B1
ENSEGOT00005008797.1	SMIM3
ENSEGOT00005008796.1	DIPK1B
ENSEGOT00005008802.1	MRPS2
ENSEGOT00005008807.1	MALRD1
ENSEGOT00005008836.1	SLC2A9
ENSEGOT00005008838.1	SLC2A9
ENSEGOT00005008839.1	SLC2A9
ENSEGOT00005008840.1	SLC2A9
ENSEGOT00005008803.1	PPP1R26
ENSEGOT00005008806.1	PRKCD
ENSEGOT00005008808.1	OLFM1
ENSEGOT00005008811.1	OLFM1
ENSEGOT00005008813.1	LOC100226935
ENSEGOT00005008815.1	SFMBT1
ENSEGOT00005008816.1	AKR1B1
ENSEGOT00005008817.1	AKR1B1
ENSEGOT00005008820.1	AKR1B1
ENSEGOT00005008822.1	AKR1B1
ENSEGOT00005008825.1	AKR1B1
ENSEGOT00005008818.1	STIMATE
ENSEGOT00005008821.1	MUSTN1
ENSEGOT00005008828.1	ITIH4
ENSEGOT00005008830.1	WDR5B
ENSEGOT00005008831.1	AKR1B1
ENSEGOT00005008832.1	AKR1B1
ENSEGOT00005008833.1	BRD3
ENSEGOT00005008835.1	LOC100228819
ENSEGOT00005008842.1	ITIH3
ENSEGOT00005008848.1	ITIH3
ENSEGOT00005008851.1	ITIH3
ENSEGOT00005008853.1	ITIH3
ENSEGOT00005008854.1	ITIH3
ENSEGOT00005008855.1	ITIH3
ENSEGOT00005008841.1	USP18
ENSEGOT00005008843.1	USP18
ENSEGOT00005008845.1	DRD5
ENSEGOT00005008844.1	VAV2
ENSEGOT00005008849.1	VAV2
ENSEGOT00005008846.1	TUBA8
ENSEGOT00005008847.1	OTOP1
ENSEGOT00005008852.1	TMEM128
ENSEGOT00005008856.1	LYAR
ENSEGOT00005008857.1	NEK4
ENSEGOT00005008858.1	MICAL3
ENSEGOT00005008859.1	SPCS1
ENSEGOT00005008860.1	SARDH
ENSEGOT00005008863.1	SARDH
ENSEGOT00005008861.1	GLT8D1
ENSEGOT00005008862.1	BID
ENSEGOT00005008865.1	GNL3
ENSEGOT00005008866.1	GNL3
ENSEGOT00005008864.1	BCL2L13
ENSEGOT00005008868.1	ATP6V1E1
ENSEGOT00005008871.1	DBH
ENSEGOT00005008972.1	LRP1B
ENSEGOT00005008981.1	LRP1B
ENSEGOT00005008984.1	LRP1B
ENSEGOT00005008987.1	LRP1B
ENSEGOT00005008989.1	LRP1B
ENSEGOT00005009000.1	LRP1B
ENSEGOT00005008873.1	ADAMTSL2
ENSEGOT00005008874.1	ADAMTSL2
ENSEGOT00005008875.1	ADAMTSL2
ENSEGOT00005008880.1	CECR2
ENSEGOT00005008881.1	CECR2
ENSEGOT00005008882.1	CECR2
ENSEGOT00005008884.1	CECR2
ENSEGOT00005008885.1	CECR2
ENSEGOT00005008888.1	CECR2
ENSEGOT00005008876.1	MYMK
ENSEGOT00005008877.1	SLC2A6
ENSEGOT00005008878.1	CACFD1
ENSEGOT00005008879.1	CACFD1
ENSEGOT00005008883.1	ADAMTS13
ENSEGOT00005008886.1	ADAMTS13
ENSEGOT00005008887.1	ADAMTS13
ENSEGOT00005008889.1	REXO4
ENSEGOT00005008890.1	ADA2
ENSEGOT00005008891.1	STKLD1
ENSEGOT00005008892.1	STKLD1
ENSEGOT00005008894.1	HDHD5
ENSEGOT00005008896.1	HDHD5
ENSEGOT00005008897.1	HDHD5
ENSEGOT00005008893.1	SURF4
ENSEGOT00005008895.1	SURF2
ENSEGOT00005008898.1	SURF1
ENSEGOT00005008899.1	IL17RA
ENSEGOT00005008900.1	RPL7A
ENSEGOT00005008906.1	SURF6
ENSEGOT00005008908.1	GBGT1
ENSEGOT00005008909.1	RALGDS
ENSEGOT00005008910.1	RALGDS
ENSEGOT00005008911.1	RALGDS
ENSEGOT00005008912.1	GTF3C5
ENSEGOT00005008913.1	CACNA1C
ENSEGOT00005008917.1	CACNA1C
ENSEGOT00005008919.1	CACNA1C
ENSEGOT00005008921.1	CACNA1C
ENSEGOT00005008925.1	CACNA1C
ENSEGOT00005008927.1	CACNA1C
ENSEGOT00005008930.1	CACNA1C
ENSEGOT00005008914.1	CEL
ENSEGOT00005008916.1	GFI1B
ENSEGOT00005008918.1	TSC1
ENSEGOT00005008920.1	SPACA9
ENSEGOT00005008922.1	AK8
ENSEGOT00005008923.1	AK8
ENSEGOT00005008924.1	AK8
ENSEGOT00005008926.1	GTF3C4
ENSEGOT00005008928.1	DDX31
ENSEGOT00005008929.1	DDX31
ENSEGOT00005008931.1	BARHL1
ENSEGOT00005008933.1	CFAP77
ENSEGOT00005008934.1	CFAP77
ENSEGOT00005008935.1	CFAP77
ENSEGOT00005008932.1	DCP1B
ENSEGOT00005008936.1	TTF1
ENSEGOT00005008937.1	SETX
ENSEGOT00005008941.1	CACNA2D4
ENSEGOT00005008943.1	CACNA2D4
ENSEGOT00005008938.1	NTNG2
ENSEGOT00005009133.1	PBRM1
ENSEGOT00005009137.1	PBRM1
ENSEGOT00005009149.1	PBRM1
ENSEGOT00005009151.1	PBRM1
ENSEGOT00005009152.1	PBRM1
ENSEGOT00005009153.1	PBRM1
ENSEGOT00005008939.1	MED27
ENSEGOT00005008940.1	MED27
ENSEGOT00005008942.1	RAPGEF1
ENSEGOT00005008944.1	RAPGEF1
ENSEGOT00005008945.1	LRTM2
ENSEGOT00005008946.1	LRTM2
ENSEGOT00005008949.1	ADIPOR2
ENSEGOT00005008950.1	WNT5B
ENSEGOT00005008952.1	WNT5B
ENSEGOT00005008953.1	POMT1
ENSEGOT00005008954.1	ERC1
ENSEGOT00005008955.1	RAD52
ENSEGOT00005008956.1	WNK1
ENSEGOT00005008957.1	WNK1
ENSEGOT00005008958.1	WNK1
ENSEGOT00005008959.1	WNK1
ENSEGOT00005008960.1	NINJ2
ENSEGOT00005008961.1	NINJ2
ENSEGOT00005008962.1	NINJ2
ENSEGOT00005008963.1	B4GALNT3
ENSEGOT00005008964.1	CCDC77
ENSEGOT00005008965.1	KDM5A
ENSEGOT00005008967.1	SLC6A13
ENSEGOT00005008968.1	SLC6A13
ENSEGOT00005008969.1	SLC6A13
ENSEGOT00005008973.1	CCZ1
ENSEGOT00005008974.1	CCZ1
ENSEGOT00005008970.1	SLC6A12
ENSEGOT00005008971.1	SLC6A12
ENSEGOT00005008979.1	PMS2
ENSEGOT00005008980.1	AIMP2
ENSEGOT00005008982.1	EIF2AK1
ENSEGOT00005008985.1	ANKRD42
ENSEGOT00005008986.1	ANKRD42
ENSEGOT00005008993.1	IQSEC3
ENSEGOT00005008995.1	IQSEC3
ENSEGOT00005008996.1	IQSEC3
ENSEGOT00005008988.1	CCDC90B
ENSEGOT00005008990.1	CYTH3
ENSEGOT00005008991.1	CYTH3
ENSEGOT00005008992.1	CYTH3
ENSEGOT00005009968.1	PTPRD
ENSEGOT00005009971.1	PTPRD
ENSEGOT00005009972.1	PTPRD
ENSEGOT00005009983.1	PTPRD
ENSEGOT00005010001.1	PTPRD
ENSEGOT00005010006.1	PTPRD
ENSEGOT00005010008.1	PTPRD
ENSEGOT00005010010.1	PTPRD
ENSEGOT00005010014.1	PTPRD
ENSEGOT00005010030.1	PTPRD
ENSEGOT00005008997.1	RAC1
ENSEGOT00005008998.1	DLG2
ENSEGOT00005009002.1	DLG2
ENSEGOT00005009006.1	DLG2
ENSEGOT00005008999.1	WASHC1
ENSEGOT00005009001.1	DAGLB
ENSEGOT00005009003.1	KDELR2
ENSEGOT00005009004.1	KYNU
ENSEGOT00005009005.1	DDX11
ENSEGOT00005009010.1	OTOA
ENSEGOT00005009007.1	ARHGAP15
ENSEGOT00005009008.1	LOC115493492
ENSEGOT00005009012.1	CCDC91
ENSEGOT00005009014.1	METTL9
ENSEGOT00005009015.1	GTDC1
ENSEGOT00005009017.1	GTDC1
ENSEGOT00005009021.1	GTDC1
ENSEGOT00005009025.1	GTDC1
ENSEGOT00005009016.1	IGSF6
ENSEGOT00005009022.1	LOC100225060
ENSEGOT00005009024.1	PTHLH
ENSEGOT00005009026.1	CDR2
ENSEGOT00005009027.1	KLHL42
ENSEGOT00005009028.1	ZEB2
ENSEGOT00005009029.1	POLR3E
ENSEGOT00005009032.1	SYTL2
ENSEGOT00005009037.1	SYTL2
ENSEGOT00005009031.1	MANSC4
ENSEGOT00005009036.1	MRPS35
ENSEGOT00005009048.1	EEF2K
ENSEGOT00005009052.1	EEF2K
ENSEGOT00005009056.1	EEF2K
ENSEGOT00005009061.1	EEF2K
ENSEGOT00005009054.1	ACVR2A
ENSEGOT00005009055.1	CDKN1B
ENSEGOT00005009058.1	ORC4
ENSEGOT00005009063.1	PICALM
ENSEGOT00005009066.1	PICALM
ENSEGOT00005009073.1	PICALM
ENSEGOT00005009068.1	MBD5
ENSEGOT00005009067.1	LOC100226032
ENSEGOT00005009072.1	EPC2
ENSEGOT00005009074.1	DUSP16
ENSEGOT00005009076.1	BORCS5
ENSEGOT00005009077.1	MANSC1
ENSEGOT00005009078.1	VWA3A
ENSEGOT00005009079.1	EED
ENSEGOT00005009080.1	LRP6
ENSEGOT00005009257.1	PRRC2B
ENSEGOT00005009262.1	PRRC2B
ENSEGOT00005009271.1	PRRC2B
ENSEGOT00005009275.1	PRRC2B
ENSEGOT00005009278.1	PRRC2B
ENSEGOT00005009285.1	PRRC2B
ENSEGOT00005009081.1	HIKESHI
ENSEGOT00005009082.1	MOSMO
ENSEGOT00005009083.1	MOSMO
ENSEGOT00005009084.1	ETNK1
ENSEGOT00005009085.1	UQCRC2
ENSEGOT00005009088.1	CRYM
ENSEGOT00005009090.1	LOC105758678
ENSEGOT00005009092.1	LOC105758678
ENSEGOT00005009094.1	LOC105758678
ENSEGOT00005009095.1	LOC105758678
ENSEGOT00005009117.1	KIF5C
ENSEGOT00005009119.1	KIF5C
ENSEGOT00005009120.1	KIF5C
ENSEGOT00005009089.1	ANKS4B
ENSEGOT00005009091.1	SOX5
ENSEGOT00005009093.1	SOX5
ENSEGOT00005009098.1	ZP2
ENSEGOT00005009099.1	ZP2
ENSEGOT00005009097.1	BCAT1
ENSEGOT00005009102.1	TENM4
ENSEGOT00005009104.1	TENM4
ENSEGOT00005009100.1	GOLT1B
ENSEGOT00005009101.1	TMEM159
ENSEGOT00005009103.1	RECQL
ENSEGOT00005009105.1	PYROXD1
ENSEGOT00005009108.1	NARS2
ENSEGOT00005009107.1	PPIL4
ENSEGOT00005009110.1	IAPP
ENSEGOT00005009111.1	GAB2
ENSEGOT00005009112.1	SLCO1A2
ENSEGOT00005009113.1	USP35
ENSEGOT00005009114.1	LOC100220557
ENSEGOT00005009115.1	KCTD21
ENSEGOT00005009116.1	ALG8
ENSEGOT00005009118.1	KDM7A
ENSEGOT00005009121.1	NDUFC2
ENSEGOT00005009122.1	KCTD14
ENSEGOT00005009123.1	LYPD6B
ENSEGOT00005009126.1	INTS4
ENSEGOT00005009127.1	SLC37A3
ENSEGOT00005009129.1	SLC37A3
ENSEGOT00005009128.1	MMADHC
ENSEGOT00005009130.1	RND3
ENSEGOT00005009135.1	TPMT
ENSEGOT00005009131.1	AAMDC
ENSEGOT00005009132.1	RBM43
ENSEGOT00005009134.1	NMI
ENSEGOT00005009136.1	RSF1
